,0
443,"""#COVID19 has taken so much from us, but it has also given us a unique opportunity: -To put aside our differences -To break down barriers -To see and seek the best in each other -To lift our voices for #HealthForAll""-@DrTedros during the One world, #TogetherAtHome"
444,Have questions about #COVID19? Find answers on WHO WhatsApp service! Click http://bit.ly/who-covid19-whatsapp and text ‘hi’ #coronavirus
445,"LIVE: One world, #TogetherAtHome! #COVID19 "
446,"Countries must do everything they can to stop #COVID19 cases from becoming clusters &amp; prevent clusters from becoming explosive outbreaks through testing &amp; diagnosis, isolation, contact tracing &amp; quarantine; &amp; engaging everyone in their. https://bit.ly/2RCrgpU #coronavirus"
447,WHO #COVID19 strategy update provides guidance for countries preparing for a phased transition from widespread transmission to a steady state of low-level or no transmission https://bit.ly/2RCrgpU #coronavirus
448,"Cancelling social & religious gatherings during #Ramadan should be seriously considered. If that's the case, where possible, virtual alternatives using platforms such as television, radio, digital &amp; social media can be used instead https://bit.ly/2RN5yzD #COVID19 #coronavirus"
449,NEW: WHO interim guidance for safe #Ramadan in the context of the #COVID19 highlights public health advice for social and religious practices &amp; gatherings during the month that can be applied across different national contexts https://bit.ly/2RN5yzD #coronavirus
450,"Incredible artists from all over the world are showing their solidarity today as we fight #COVID19. Tune in from 8pm CEST/ 6pm GMT/ 2PM EDT to hear the stories of frontline #healthworkers, performances and commitments to WHO’s Solidarity Response Fund."
451,Q: How can I grocery shop safely in the time of #COVID19? More: http://bit.ly/2tMEBmu #coronavirus #KnowtheFacts
452,One World: #TogetherAtHome is a moment of unity to support WHO and its many partners responding 24/7 to the #COVID19 pandemic. Tune in from 8PM CEST / 6pm GMT / 2PM EDT! 
453,.@DrTedros clarified WHO’s position on “wet markets” in today's media briefing. #COVID19 
454,"""I would also like to thank @ladygaga’s mum Cynthia Germanotta @momgerm, who is our goodwill ambassador, who is doing a great job advocating for #mentalhealth around the world""-@DrTedros #COVID19"
455,"""This is the result of a close collaboration with my good friend @Hughcevans from @GlblCtzn &amp; the inspirational @ladygaga, to bring entertainment, joy &amp; hope into the homes of people all around the , whose lives have been turned upside down by the #COVID19 pandemic""-@DrTedros"
456,"""Tomorrow, WHO is joining forces with many of the world’s leading musicians, comedians and humanitarians for the “One World, #TogetherAtHome” virtual global special""-@DrTedros #COVID19 "
457,"Media briefing on #COVID19 with @DrTedros, @ladygaga and @GlblCtzn."
458,Q: Can #COVID19 be spread through coins and banknotes? More: http://bit.ly/2tMEBmu #coronavirus #KnowTheFacts
459,"WHO’s #COVID19 response includes a practical manual on how to set up and manage treatment centres, which covers: structural design infection prevention and control measures ventilation measures Donate now to support the global response: http://bit.ly/COVID19Donate #WHOImpact"
460,WHO’s response in supporting countries on #COVID19: -Track &amp; identify cases -Ensure patients get the care they need -Frontline workers get essential supplies &amp; information -Advice the public -Train responders -Accelerate R&amp;D of vaccine &amp; treatments http://bit.ly/COVID19Donate
461,"SAVE THE DATE: 18 APRIL 2020 One World: #TogetherAtHome is a historic, global broadcast to support the fight against #COVID19. Watch here @WHO https://bit.ly/2VpOFMx"
462,#AskWHO about physical activity at home during #COVID19. #HealthyAtHome
463,Join our #HealthyAtHome challenge by finding time to relax during the day. Consider meditating and deep breathing exercises along with other relaxation techniques that can help to reduce stress. #COVID19 
464,Join our new #OpenWHO online course for #healthworkers : learn how to put on and remove Personal Protective Equipment for #COVID19 Enroll now: https://bit.ly/2K6b649
465,"During #COVID19, looking after your #mentalhealth is vital. Pay attention to your own needs &amp; feelings Engage in healthy activities Exercise regularly Keep regular sleep routines &amp; eat healthy food Share with us what you are doing to stay #HealthyAtHome !"
466," If you are at home because of #coronavirus, it's important to stay active every day as much as you can. WHO recommends that all healthy adults do 30 mins/day of physical activity, and children should be physically active for 1 hour/day. #HealthyAtHome #COVID19 "
467,#BeActive and stay #HealthyAtHome ! Here are some physical activities you can do at home during #COVID19: ‍Try exercise classes online Dance to music Play active video games Try skipping rope Do some muscle strength and balance training 
468,The full briefing on #COVID19 by @DrTedros 
469,"""Since the beginning, WHO has been fighting the #COVID19 pandemic with every ounce of our soul and spirit. We will continue to do that until the end""-@DrTedros"
470,"""This Saturday, some of the biggest names in music are coming together for the One World: #TogetherAtHome concert, to generate further funds for the #COVID19 Solidarity Response Fund""-@DrTedros"
471,"""Yesterday the first @UN “Solidarity Flight” took off, transporting personal protective equipment, ventilators and laboratory supplies to many countries across Africa""-@DrTedros #COVID19 "
472,"""Three vaccines have already started clinical trials, more than 70 others are in development, and we’re working with partners to accelerate the development, production and distribution of vaccines""-@DrTedros #COVID19"
473,"""No doubt, areas for improvement will be identified and there will be lessons for all of us to learn. But for now, our focus – my focus – is on stopping the #coronavirus and saving lives""-@DrTedros #COVID19"
474,"""#COVID19 does not discriminate between rich nations and poor, large nations and small. It does not discriminate between nationalities, ethnicities or ideologies""-@DrTedros"
